A5A616	query_prot GO:0034613 0.12890 cellular protein localization
A5A616	query_prot GO:0070727 0.12861 cellular macromolecule localization
A5A616	query_prot GO:0044085 0.12596 cellular component biogenesis
A5A616	query_prot GO:0016192 0.12436 vesicle-mediated transport
A5A616	query_prot GO:0022607 0.11102 cellular component assembly
A5A616	query_prot GO:0044419 0.11058 biological process involved in interspecies interaction between organisms
A5A616	query_prot GO:0065008 0.10961 regulation of biological quality
A5A616	query_prot GO:0006793 0.10772 phosphorus metabolic process
A5A616	query_prot GO:0006796 0.10454 phosphate-containing compound metabolic process
A5A616	query_prot GO:0046903 0.10424 secretion
A5A616	query_prot GO:0007275 0.10414 multicellular organism development
A5A616	query_prot GO:0032879 0.10370 regulation of localization
D3VML5	query_prot GO:0005215 0.13557 transporter activity
D3VML5	query_prot GO:0009536 0.10207 plastid
D3VML5	query_prot GO:0006508 0.18968 proteolysis
D3VML5	query_prot GO:0042221 0.13477 response to chemical
D3VML5	query_prot GO:0016043 0.11135 cellular component organization
D3VML5	query_prot GO:0051234 0.10973 establishment of localization
D3VML5	query_prot GO:0051716 0.10488 cellular response to stimulus
D3VML5	query_prot GO:0006810 0.10485 transport
D4GWB3	query_prot GO:0008270 0.48877 zinc ion binding
D4GWB3	query_prot GO:0046914 0.36721 transition metal ion binding
D4GWB3	query_prot GO:0003677 0.16143 DNA binding
D4GWB3	query_prot GO:0003723 0.14169 RNA binding
D4GWB3	query_prot GO:0071944 0.29072 cell periphery
D4GWB3	query_prot GO:0005886 0.23984 plasma membrane
D4GWB3	query_prot GO:0031224 0.22471 intrinsic component of membrane
D4GWB3	query_prot GO:0016021 0.21116 integral component of membrane
D4GWB3	query_prot GO:0005634 0.20482 nucleus
D4GWB3	query_prot GO:0012505 0.15121 endomembrane system
D4GWB3	query_prot GO:0005576 0.13573 extracellular region
D4GWB3	query_prot GO:0043228 0.12669 non-membrane-bounded organelle
D4GWB3	query_prot GO:0043232 0.12276 intracellular non-membrane-bounded organelle
D4GWB3	query_prot GO:0005829 0.11462 cytosol
D4GWB3	query_prot GO:0080090 0.66311 regulation of primary metabolic process
D4GWB3	query_prot GO:0051171 0.66217 regulation of nitrogen compound metabolic process
D4GWB3	query_prot GO:0060255 0.66111 regulation of macromolecule metabolic process
D4GWB3	query_prot GO:0019222 0.65227 regulation of metabolic process
D4GWB3	query_prot GO:0031323 0.62692 regulation of cellular metabolic process
D4GWB3	query_prot GO:0048523 0.53257 negative regulation of cellular process
D4GWB3	query_prot GO:0048519 0.50457 negative regulation of biological process
D4GWB3	query_prot GO:0051716 0.42689 cellular response to stimulus
D4GWB3	query_prot GO:0051172 0.40573 negative regulation of nitrogen compound metabolic process
D4GWB3	query_prot GO:0010605 0.40102 negative regulation of macromolecule metabolic process
D4GWB3	query_prot GO:0031324 0.39382 negative regulation of cellular metabolic process
D4GWB3	query_prot GO:0009892 0.38823 negative regulation of metabolic process
D4GWB3	query_prot GO:0051246 0.34794 regulation of protein metabolic process
D4GWB3	query_prot GO:0032268 0.34285 regulation of cellular protein metabolic process
D4GWB3	query_prot GO:0065009 0.29776 regulation of molecular function
D4GWB3	query_prot GO:0048518 0.29536 positive regulation of biological process
D4GWB3	query_prot GO:0019219 0.28941 regulation of nucleobase-containing compound metabolic process
D4GWB3	query_prot GO:0032502 0.28830 developmental process
D4GWB3	query_prot GO:0048856 0.28089 anatomical structure development
D4GWB3	query_prot GO:0032501 0.26651 multicellular organismal process
D4GWB3	query_prot GO:0009889 0.26394 regulation of biosynthetic process
D4GWB3	query_prot GO:0010468 0.25828 regulation of gene expression
D4GWB3	query_prot GO:0006464 0.25740 cellular protein modification process
D4GWB3	query_prot GO:0036211 0.25718 protein modification process
D4GWB3	query_prot GO:0051252 0.25377 regulation of RNA metabolic process
D4GWB3	query_prot GO:0050790 0.24637 regulation of catalytic activity
D4GWB3	query_prot GO:0048522 0.24601 positive regulation of cellular process
D4GWB3	query_prot GO:0007154 0.24316 cell communication
D4GWB3	query_prot GO:0016043 0.24116 cellular component organization
D4GWB3	query_prot GO:0010556 0.23588 regulation of macromolecule biosynthetic process
D4GWB3	query_prot GO:0031326 0.23378 regulation of cellular biosynthetic process
D4GWB3	query_prot GO:0016070 0.22805 RNA metabolic process
D4GWB3	query_prot GO:2000112 0.22030 regulation of cellular macromolecule biosynthetic process
D4GWB3	query_prot GO:0043412 0.21794 macromolecule modification
D4GWB3	query_prot GO:0023052 0.20974 signaling
D4GWB3	query_prot GO:0007275 0.20308 multicellular organism development
D4GWB3	query_prot GO:0006950 0.20164 response to stress
D4GWB3	query_prot GO:0009893 0.19764 positive regulation of metabolic process
D4GWB3	query_prot GO:2001141 0.19735 regulation of RNA biosynthetic process
D4GWB3	query_prot GO:0007165 0.19532 signal transduction
D4GWB3	query_prot GO:0006996 0.19462 organelle organization
D4GWB3	query_prot GO:1903506 0.19392 regulation of nucleic acid-templated transcription
D4GWB3	query_prot GO:0006355 0.19290 regulation of transcription, DNA-templated
D4GWB3	query_prot GO:0006351 0.19276 transcription, DNA-templated
D4GWB3	query_prot GO:0032774 0.19175 RNA biosynthetic process
D4GWB3	query_prot GO:0097659 0.19163 nucleic acid-templated transcription
D4GWB3	query_prot GO:0034654 0.18777 nucleobase-containing compound biosynthetic process
D4GWB3	query_prot GO:0010604 0.17658 positive regulation of macromolecule metabolic process
D4GWB3	query_prot GO:0031325 0.16476 positive regulation of cellular metabolic process
D4GWB3	query_prot GO:0051173 0.16389 positive regulation of nitrogen compound metabolic process
D4GWB3	query_prot GO:0051248 0.15624 negative regulation of protein metabolic process
D4GWB3	query_prot GO:0032269 0.15607 negative regulation of cellular protein metabolic process
D4GWB3	query_prot GO:0048869 0.15510 cellular developmental process
D4GWB3	query_prot GO:0030154 0.15216 cell differentiation
D4GWB3	query_prot GO:0042221 0.13614 response to chemical
D4GWB3	query_prot GO:0048731 0.13384 system development
D4GWB3	query_prot GO:0009056 0.13219 catabolic process
D4GWB3	query_prot GO:0006508 0.12600 proteolysis
D4GWB3	query_prot GO:0045934 0.12469 negative regulation of nucleobase-containing compound metabolic process
D4GWB3	query_prot GO:0044092 0.12080 negative regulation of molecular function
D4GWB3	query_prot GO:0006366 0.11662 transcription by RNA polymerase II
D4GWB3	query_prot GO:0051276 0.11249 chromosome organization
D4GWB3	query_prot GO:0006357 0.10993 regulation of transcription by RNA polymerase II
D4GWB3	query_prot GO:0051336 0.10863 regulation of hydrolase activity
D4GWB3	query_prot GO:0010629 0.10799 negative regulation of gene expression
D4GWB3	query_prot GO:0030162 0.10745 regulation of proteolysis
D4GWB3	query_prot GO:0009891 0.10359 positive regulation of biosynthetic process
E5KIB6	query_prot GO:0003677 0.18546 DNA binding
E5KIB6	query_prot GO:0140098 0.14950 catalytic activity, acting on RNA
E5KIB6	query_prot GO:0071944 0.14749 cell periphery
E5KIB6	query_prot GO:0005634 0.14077 nucleus
E5KIB6	query_prot GO:0005829 0.11265 cytosol
E5KIB6	query_prot GO:0005886 0.11250 plasma membrane
E5KIB6	query_prot GO:0016043 0.40323 cellular component organization
E5KIB6	query_prot GO:0006996 0.30706 organelle organization
E5KIB6	query_prot GO:0022607 0.24776 cellular component assembly
E5KIB6	query_prot GO:0034622 0.22810 cellular protein-containing complex assembly
E5KIB6	query_prot GO:0044085 0.21549 cellular component biogenesis
E5KIB6	query_prot GO:0043933 0.20510 protein-containing complex subunit organization
E5KIB6	query_prot GO:0043412 0.19498 macromolecule modification
E5KIB6	query_prot GO:0065003 0.19358 protein-containing complex assembly
E5KIB6	query_prot GO:0051716 0.15855 cellular response to stimulus
E5KIB6	query_prot GO:0036211 0.15534 protein modification process
E5KIB6	query_prot GO:0006464 0.15517 cellular protein modification process
E5KIB6	query_prot GO:0065008 0.15352 regulation of biological quality
E5KIB6	query_prot GO:0006950 0.12637 response to stress
E5KIB6	query_prot GO:0043603 0.12096 cellular amide metabolic process
E5KIB6	query_prot GO:0016070 0.12056 RNA metabolic process
E5KIB6	query_prot GO:0043604 0.11397 amide biosynthetic process
E5KIB6	query_prot GO:0051234 0.10548 establishment of localization
E5KIB6	query_prot GO:0006810 0.10167 transport
O53353	query_prot GO:0016667 0.85447 oxidoreductase activity, acting on a sulfur group of donors
O53353	query_prot GO:0051536 0.70627 iron-sulfur cluster binding
O53353	query_prot GO:0051540 0.70604 metal cluster binding
O53353	query_prot GO:0009055 0.38129 electron transfer activity
O53353	query_prot GO:0051537 0.36485 2 iron, 2 sulfur cluster binding
O53353	query_prot GO:0015036 0.35234 disulfide oxidoreductase activity
O53353	query_prot GO:0015035 0.32157 protein disulfide oxidoreductase activity
O53353	query_prot GO:0016671 0.19075 oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
O53353	query_prot GO:0051539 0.10734 4 iron, 4 sulfur cluster binding
O53353	query_prot GO:0031323 0.42075 regulation of cellular metabolic process
O53353	query_prot GO:0019222 0.38867 regulation of metabolic process
O53353	query_prot GO:0051171 0.28338 regulation of nitrogen compound metabolic process
O53353	query_prot GO:0080090 0.28076 regulation of primary metabolic process
O53353	query_prot GO:0051716 0.27474 cellular response to stimulus
O53353	query_prot GO:0016070 0.26569 RNA metabolic process
O53353	query_prot GO:0006950 0.26045 response to stress
O53353	query_prot GO:0016043 0.23949 cellular component organization
O53353	query_prot GO:0060255 0.23187 regulation of macromolecule metabolic process
O53353	query_prot GO:0034654 0.21743 nucleobase-containing compound biosynthetic process
O53353	query_prot GO:0009889 0.21511 regulation of biosynthetic process
O53353	query_prot GO:0031326 0.20922 regulation of cellular biosynthetic process
O53353	query_prot GO:0006996 0.20164 organelle organization
O53353	query_prot GO:0036211 0.19398 protein modification process
O53353	query_prot GO:0006464 0.19268 cellular protein modification process
O53353	query_prot GO:0032774 0.19143 RNA biosynthetic process
O53353	query_prot GO:0019219 0.18829 regulation of nucleobase-containing compound metabolic process
O53353	query_prot GO:0097659 0.18191 nucleic acid-templated transcription
O53353	query_prot GO:0043412 0.17802 macromolecule modification
O53353	query_prot GO:0006351 0.17219 transcription, DNA-templated
O53353	query_prot GO:0010556 0.16708 regulation of macromolecule biosynthetic process
O53353	query_prot GO:2000112 0.16413 regulation of cellular macromolecule biosynthetic process
O53353	query_prot GO:0010468 0.16286 regulation of gene expression
O53353	query_prot GO:0051252 0.16166 regulation of RNA metabolic process
O53353	query_prot GO:0033554 0.16082 cellular response to stress
O53353	query_prot GO:0051276 0.14053 chromosome organization
O53353	query_prot GO:1903506 0.13184 regulation of nucleic acid-templated transcription
O53353	query_prot GO:0006355 0.12876 regulation of transcription, DNA-templated
O53353	query_prot GO:2001141 0.12809 regulation of RNA biosynthetic process
O53353	query_prot GO:0006325 0.11279 chromatin organization
O53353	query_prot GO:0006974 0.11165 cellular response to DNA damage stimulus
O53353	query_prot GO:0043933 0.10155 protein-containing complex subunit organization
O54329	query_prot GO:0071944 0.12412 cell periphery
O54329	query_prot GO:0005886 0.10410 plasma membrane
O54329	query_prot GO:0016043 0.25018 cellular component organization
O54329	query_prot GO:0051234 0.18894 establishment of localization
O54329	query_prot GO:0006810 0.18372 transport
O54329	query_prot GO:0006996 0.14352 organelle organization
O54329	query_prot GO:0051716 0.13713 cellular response to stimulus
O54329	query_prot GO:0044419 0.13581 biological process involved in interspecies interaction between organisms
O54329	query_prot GO:0006950 0.11901 response to stress
O54329	query_prot GO:0043933 0.10759 protein-containing complex subunit organization
O54329	query_prot GO:0006811 0.10560 ion transport
O54329	query_prot GO:0044085 0.10167 cellular component biogenesis
O87236	query_prot GO:0016667 0.20689 oxidoreductase activity, acting on a sulfur group of donors
O87236	query_prot GO:0016671 0.13784 oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
O87236	query_prot GO:0051716 0.28964 cellular response to stimulus
O87236	query_prot GO:0016043 0.27167 cellular component organization
O87236	query_prot GO:0006950 0.20489 response to stress
O87236	query_prot GO:0051234 0.19984 establishment of localization
O87236	query_prot GO:0006810 0.19746 transport
O87236	query_prot GO:0065008 0.19492 regulation of biological quality
O87236	query_prot GO:0006082 0.18833 organic acid metabolic process
O87236	query_prot GO:0042221 0.18114 response to chemical
O87236	query_prot GO:0043436 0.17920 oxoacid metabolic process
O87236	query_prot GO:0032501 0.17370 multicellular organismal process
O87236	query_prot GO:0019752 0.17224 carboxylic acid metabolic process
O87236	query_prot GO:0043412 0.17224 macromolecule modification
O87236	query_prot GO:0007154 0.17145 cell communication
O87236	query_prot GO:0006629 0.16876 lipid metabolic process
O87236	query_prot GO:0006793 0.16248 phosphorus metabolic process
O87236	query_prot GO:0009056 0.16215 catabolic process
O87236	query_prot GO:0006996 0.15872 organelle organization
O87236	query_prot GO:0070887 0.15643 cellular response to chemical stimulus
O87236	query_prot GO:0006796 0.15530 phosphate-containing compound metabolic process
O87236	query_prot GO:0044283 0.15383 small molecule biosynthetic process
O87236	query_prot GO:0023052 0.15117 signaling
O87236	query_prot GO:0044248 0.14565 cellular catabolic process
O87236	query_prot GO:0044255 0.13940 cellular lipid metabolic process
O87236	query_prot GO:0032787 0.13866 monocarboxylic acid metabolic process
O87236	query_prot GO:0036211 0.13667 protein modification process
O87236	query_prot GO:0006464 0.13631 cellular protein modification process
O87236	query_prot GO:1901575 0.13616 organic substance catabolic process
O87236	query_prot GO:0010033 0.13281 response to organic substance
O87236	query_prot GO:0007165 0.13212 signal transduction
O87236	query_prot GO:0032502 0.12978 developmental process
O87236	query_prot GO:0048518 0.12519 positive regulation of biological process
O87236	query_prot GO:0044419 0.11781 biological process involved in interspecies interaction between organisms
O87236	query_prot GO:0042592 0.11763 homeostatic process
O87236	query_prot GO:0048856 0.11703 anatomical structure development
O87236	query_prot GO:0022607 0.11469 cellular component assembly
O87236	query_prot GO:0044085 0.11089 cellular component biogenesis
O87236	query_prot GO:0043933 0.10965 protein-containing complex subunit organization
O87236	query_prot GO:0016070 0.10953 RNA metabolic process
O87236	query_prot GO:0006091 0.10930 generation of precursor metabolites and energy
O87236	query_prot GO:0009605 0.10852 response to external stimulus
O87236	query_prot GO:0006811 0.10844 ion transport
O87236	query_prot GO:0048519 0.10678 negative regulation of biological process
O87236	query_prot GO:0007275 0.10538 multicellular organism development
O87236	query_prot GO:0006631 0.10142 fatty acid metabolic process
O87236	query_prot GO:0048522 0.10019 positive regulation of cellular process
O87237	query_prot GO:0051540 0.54198 metal cluster binding
O87237	query_prot GO:0051536 0.53435 iron-sulfur cluster binding
O87237	query_prot GO:0016667 0.51399 oxidoreductase activity, acting on a sulfur group of donors
O87237	query_prot GO:0051537 0.36337 2 iron, 2 sulfur cluster binding
O87237	query_prot GO:0046914 0.20706 transition metal ion binding
O87237	query_prot GO:0008270 0.11878 zinc ion binding
O87237	query_prot GO:0043228 0.21154 non-membrane-bounded organelle
O87237	query_prot GO:0043232 0.20133 intracellular non-membrane-bounded organelle
O87237	query_prot GO:0071944 0.16290 cell periphery
O87237	query_prot GO:0005886 0.12514 plasma membrane
O87237	query_prot GO:0005634 0.10486 nucleus
O87237	query_prot GO:0031224 0.10315 intrinsic component of membrane
O87237	query_prot GO:0016021 0.10003 integral component of membrane
O87237	query_prot GO:0036211 0.22316 protein modification process
O87237	query_prot GO:0006464 0.22190 cellular protein modification process
O87237	query_prot GO:0043412 0.18239 macromolecule modification
O87237	query_prot GO:0033554 0.12359 cellular response to stress
O87237	query_prot GO:0016043 0.12112 cellular component organization
O87237	query_prot GO:0051716 0.11674 cellular response to stimulus
O87237	query_prot GO:0006259 0.10751 DNA metabolic process
O87237	query_prot GO:0006950 0.10476 response to stress
P05043	query_prot GO:0140098 0.37124 catalytic activity, acting on RNA
P05043	query_prot GO:0004518 0.24821 nuclease activity
P05043	query_prot GO:0016788 0.23549 hydrolase activity, acting on ester bonds
P05043	query_prot GO:0004519 0.14873 endonuclease activity
P05043	query_prot GO:0004540 0.13323 ribonuclease activity
P05043	query_prot GO:0003723 0.12773 RNA binding
P05043	query_prot GO:0004521 0.10879 endoribonuclease activity
P05043	query_prot GO:0140101 0.10528 catalytic activity, acting on a tRNA
P05043	query_prot GO:0031224 0.10739 intrinsic component of membrane
P05043	query_prot GO:0016021 0.10653 integral component of membrane
P05043	query_prot GO:0005886 0.10455 plasma membrane
P05043	query_prot GO:0016070 0.28424 RNA metabolic process
P05043	query_prot GO:0034654 0.27987 nucleobase-containing compound biosynthetic process
P05043	query_prot GO:0006351 0.20658 transcription, DNA-templated
P05043	query_prot GO:0097659 0.20645 nucleic acid-templated transcription
P05043	query_prot GO:0032774 0.19842 RNA biosynthetic process
P09190	query_prot GO:0009055 0.99783 electron transfer activity
P09190	query_prot GO:0046906 0.99681 tetrapyrrole binding
P09190	query_prot GO:0020037 0.97606 heme binding
P09190	query_prot GO:0005506 0.56418 iron ion binding
P09190	query_prot GO:0046914 0.36886 transition metal ion binding
P09190	query_prot GO:0098796 0.96782 membrane protein complex
P09190	query_prot GO:0009579 0.96250 thylakoid
P09190	query_prot GO:0031224 0.95788 intrinsic component of membrane
P09190	query_prot GO:0016021 0.95593 integral component of membrane
P09190	query_prot GO:0034357 0.94099 photosynthetic membrane
P09190	query_prot GO:0009521 0.93513 photosystem
P09190	query_prot GO:0009523 0.92478 photosystem II
P09190	query_prot GO:0042651 0.85681 thylakoid membrane
P09190	query_prot GO:0031984 0.11975 organelle subcompartment
P09190	query_prot GO:0015979 0.99792 photosynthesis
P09190	query_prot GO:0022900 0.99359 electron transport chain
P09190	query_prot GO:0006091 0.99353 generation of precursor metabolites and energy
P09190	query_prot GO:0009767 0.97857 photosynthetic electron transport chain
P09190	query_prot GO:0019684 0.97004 photosynthesis, light reaction
P09191	query_prot GO:0009055 0.10431 electron transfer activity
P09191	query_prot GO:0009579 0.65483 thylakoid
P09191	query_prot GO:0034357 0.62486 photosynthetic membrane
P09191	query_prot GO:0098796 0.54671 membrane protein complex
P09191	query_prot GO:0031224 0.51745 intrinsic component of membrane
P09191	query_prot GO:0016021 0.50737 integral component of membrane
P09191	query_prot GO:0042651 0.48609 thylakoid membrane
P09191	query_prot GO:0009521 0.36301 photosystem
P09191	query_prot GO:0009523 0.14415 photosystem II
P09191	query_prot GO:0009507 0.13931 chloroplast
P09191	query_prot GO:0009536 0.13126 plastid
P09191	query_prot GO:0006091 0.21677 generation of precursor metabolites and energy
P09191	query_prot GO:0022900 0.16126 electron transport chain
P09191	query_prot GO:0036211 0.14220 protein modification process
P09191	query_prot GO:0006464 0.14170 cellular protein modification process
P09191	query_prot GO:0016043 0.13999 cellular component organization
P09191	query_prot GO:0051234 0.13623 establishment of localization
P09191	query_prot GO:0043412 0.13598 macromolecule modification
P09191	query_prot GO:0006810 0.13145 transport
P09191	query_prot GO:0006793 0.12782 phosphorus metabolic process
P09191	query_prot GO:0015979 0.12768 photosynthesis
P09191	query_prot GO:0006796 0.12734 phosphate-containing compound metabolic process
P09191	query_prot GO:0044085 0.11453 cellular component biogenesis
P09191	query_prot GO:0015980 0.11350 energy derivation by oxidation of organic compounds
P0A1C7	query_prot GO:0003723 0.91033 RNA binding
P0A1C7	query_prot GO:0140101 0.88779 catalytic activity, acting on a tRNA
P0A1C7	query_prot GO:0016788 0.88131 hydrolase activity, acting on ester bonds
P0A1C7	query_prot GO:0140098 0.86159 catalytic activity, acting on RNA
P0A1C7	query_prot GO:0052689 0.16085 carboxylic ester hydrolase activity
P0A1C7	query_prot GO:0043232 0.48218 intracellular non-membrane-bounded organelle
P0A1C7	query_prot GO:0043228 0.44327 non-membrane-bounded organelle
P0A1C7	query_prot GO:0005829 0.17282 cytosol
P0A1C7	query_prot GO:0043603 0.16910 cellular amide metabolic process
P0A1C7	query_prot GO:0006518 0.10760 peptide metabolic process
P0A6F9	query_prot GO:0097367 0.95284 carbohydrate derivative binding
P0A6F9	query_prot GO:0030554 0.94811 adenyl nucleotide binding
P0A6F9	query_prot GO:0032559 0.94782 adenyl ribonucleotide binding
P0A6F9	query_prot GO:0032553 0.94493 ribonucleotide binding
P0A6F9	query_prot GO:0032555 0.94215 purine ribonucleotide binding
P0A6F9	query_prot GO:0017076 0.94129 purine nucleotide binding
P0A6F9	query_prot GO:0005524 0.94099 ATP binding
P0A6F9	query_prot GO:0035639 0.93714 purine ribonucleoside triphosphate binding
P0A6F9	query_prot GO:0006457 0.99923 protein folding
P0A7N4	query_prot GO:0003735 0.99778 structural constituent of ribosome
P0A7N4	query_prot GO:0005198 0.99735 structural molecule activity
P0A7N4	query_prot GO:0003723 0.15549 RNA binding
P0A7N4	query_prot GO:0019843 0.10850 rRNA binding
P0A7N4	query_prot GO:0043228 0.74581 non-membrane-bounded organelle
P0A7N4	query_prot GO:0043232 0.74497 intracellular non-membrane-bounded organelle
P0A7N4	query_prot GO:0005840 0.61060 ribosome
P0A7N4	query_prot GO:1990904 0.12237 ribonucleoprotein complex
P0A7N4	query_prot GO:0005829 0.11187 cytosol
P0A7N4	query_prot GO:0043604 0.86486 amide biosynthetic process
P0A7N4	query_prot GO:0006412 0.85931 translation
P0A7N4	query_prot GO:0043603 0.85857 cellular amide metabolic process
P0A7N4	query_prot GO:0043043 0.85769 peptide biosynthetic process
P0A7N4	query_prot GO:0006518 0.85279 peptide metabolic process
P0AA04	query_prot GO:0003677 0.87992 DNA binding
P0AA04	query_prot GO:0003700 0.61528 DNA-binding transcription factor activity
P0AA04	query_prot GO:0140110 0.55627 transcription regulator activity
P0AA04	query_prot GO:0071944 0.31762 cell periphery
P0AA04	query_prot GO:0005886 0.26563 plasma membrane
P0AA04	query_prot GO:0031224 0.15773 intrinsic component of membrane
P0AA04	query_prot GO:0016021 0.15529 integral component of membrane
P0AA04	query_prot GO:0016043 0.36933 cellular component organization
P0AA04	query_prot GO:0051716 0.36407 cellular response to stimulus
P0AA04	query_prot GO:0051234 0.33719 establishment of localization
P0AA04	query_prot GO:0006810 0.32384 transport
P0AA04	query_prot GO:0032502 0.31815 developmental process
P0AA04	query_prot GO:0048856 0.29966 anatomical structure development
P0AA04	query_prot GO:0032501 0.29165 multicellular organismal process
P0AA04	query_prot GO:0007154 0.28454 cell communication
P0AA04	query_prot GO:0048518 0.25103 positive regulation of biological process
P0AA04	query_prot GO:0007275 0.24376 multicellular organism development
P0AA04	query_prot GO:0022607 0.23849 cellular component assembly
P0AA04	query_prot GO:0023052 0.23646 signaling
P0AA04	query_prot GO:0048519 0.23588 negative regulation of biological process
P0AA04	query_prot GO:0006811 0.22768 ion transport
P0AA04	query_prot GO:0007165 0.21969 signal transduction
P0AA04	query_prot GO:0006996 0.21557 organelle organization
P0AA04	query_prot GO:0044085 0.21546 cellular component biogenesis
P0AA04	query_prot GO:0048522 0.20520 positive regulation of cellular process
P0AA04	query_prot GO:0048523 0.20284 negative regulation of cellular process
P0AA04	query_prot GO:0048731 0.20063 system development
P0AA04	query_prot GO:0048869 0.19651 cellular developmental process
P0AA04	query_prot GO:0030154 0.19309 cell differentiation
P0AA04	query_prot GO:0065009 0.18793 regulation of molecular function
P0AA04	query_prot GO:0019222 0.18731 regulation of metabolic process
P0AA04	query_prot GO:0006950 0.18422 response to stress
P0AA04	query_prot GO:0065008 0.18311 regulation of biological quality
P0AA04	query_prot GO:0042221 0.17115 response to chemical
P0AA04	query_prot GO:0060255 0.17059 regulation of macromolecule metabolic process
P0AA04	query_prot GO:0050790 0.16692 regulation of catalytic activity
P0AA04	query_prot GO:0002376 0.16115 immune system process
P0AA04	query_prot GO:0006820 0.16050 anion transport
P0AA04	query_prot GO:0031323 0.15932 regulation of cellular metabolic process
P0AA04	query_prot GO:0006928 0.15927 movement of cell or subcellular component
P0AA04	query_prot GO:0048583 0.15578 regulation of response to stimulus
P0AA04	query_prot GO:0009653 0.15434 anatomical structure morphogenesis
P0AA04	query_prot GO:0033036 0.15315 macromolecule localization
P0AA04	query_prot GO:0051171 0.15138 regulation of nitrogen compound metabolic process
P0AA04	query_prot GO:0071702 0.15125 organic substance transport
P0AA04	query_prot GO:0033554 0.15018 cellular response to stress
P0AA04	query_prot GO:0080090 0.14729 regulation of primary metabolic process
P0AA04	query_prot GO:0051128 0.14385 regulation of cellular component organization
P0AA04	query_prot GO:0051641 0.13519 cellular localization
P0AA04	query_prot GO:0008104 0.13494 protein localization
P0AA04	query_prot GO:0043933 0.13145 protein-containing complex subunit organization
P0AA04	query_prot GO:0070887 0.13048 cellular response to chemical stimulus
P0AA04	query_prot GO:0065003 0.13046 protein-containing complex assembly
P0AA04	query_prot GO:0040011 0.12047 locomotion
P0AA04	query_prot GO:0042592 0.12037 homeostatic process
P0AA04	query_prot GO:0048513 0.11672 animal organ development
P0AA04	query_prot GO:0009605 0.11515 response to external stimulus
P0AA04	query_prot GO:0035556 0.11024 intracellular signal transduction
P0AA04	query_prot GO:0006955 0.10756 immune response
P0AA04	query_prot GO:1901700 0.10652 response to oxygen-containing compound
P0AA04	query_prot GO:0051674 0.10468 localization of cell
P0AA04	query_prot GO:0048870 0.10452 cell motility
P0AAM7	query_prot GO:0016829 0.36513 lyase activity
P0AAM7	query_prot GO:0044085 0.39871 cellular component biogenesis
