Protein	GO_term/EC_number	Score	Annotation	Neural_net	DeepFRI_mode	DB_hit	DB_name	Identity	Coverage
Q81J24	GO:0050794	0.2330712378025055	regulation of cellular process	gcn	bp	4wf9_W	pdb100_230517	0.7758620977401733	0.9833333492279053
Q81J24	GO:0044085	0.1034945622086525	cellular component biogenesis	gcn	bp	4wf9_W	pdb100_230517	0.7758620977401733	0.9833333492279053
Q8CWV1	GO:0008152	0.827562153339386	metabolic process	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0043170	0.7399370074272156	macromolecule metabolic process	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0071704	0.6261762976646423	organic substance metabolic process	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0009987	0.5908628702163696	cellular process	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0044237	0.5122596025466919	cellular metabolic process	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0044238	0.4366382658481598	primary metabolic process	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0006807	0.39118528366088867	nitrogen compound metabolic process	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0090304	0.327240526676178	nucleic acid metabolic process	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0034641	0.30105718970298767	cellular nitrogen compound metabolic process	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0006139	0.2568633556365967	nucleobase-containing compound metabolic process	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0065007	0.22380249202251434	biological regulation	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0010467	0.21819119155406952	gene expression	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0046483	0.20094530284404755	heterocycle metabolic process	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0050789	0.18910706043243408	regulation of biological process	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0044260	0.17597495019435883	cellular macromolecule metabolic process	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:1901360	0.16107618808746338	organic cyclic compound metabolic process	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0006725	0.15743346512317657	cellular aromatic compound metabolic process	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0016043	0.13482750952243805	cellular component organization	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0071840	0.13158094882965088	cellular component organization or biogenesis	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0019222	0.12032084167003632	regulation of metabolic process	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8CWV1	GO:0009892	0.10556428879499435	negative regulation of metabolic process	gcn	bp	5myj_B2	pdb100_230517	0.7413793206214905	0.9666666388511658
Q8EK52	GO:0009987	0.4242512881755829	cellular process	gcn	bp	7abz_Z	pdb100_230517	0.7586206793785095	0.9666666388511658
Q8EK52	GO:0065007	0.2785934507846832	biological regulation	gcn	bp	7abz_Z	pdb100_230517	0.7586206793785095	0.9666666388511658
Q8EK52	GO:0050789	0.2242448329925537	regulation of biological process	gcn	bp	7abz_Z	pdb100_230517	0.7586206793785095	0.9666666388511658
Q8EK52	GO:0008152	0.22374658286571503	metabolic process	gcn	bp	7abz_Z	pdb100_230517	0.7586206793785095	0.9666666388511658
Q8EK52	GO:0032502	0.1980941891670227	developmental process	gcn	bp	7abz_Z	pdb100_230517	0.7586206793785095	0.9666666388511658
Q8EK52	GO:0050896	0.1362949162721634	response to stimulus	gcn	bp	7abz_Z	pdb100_230517	0.7586206793785095	0.9666666388511658
Q8EK52	GO:0048856	0.13068784773349762	anatomical structure development	gcn	bp	7abz_Z	pdb100_230517	0.7586206793785095	0.9666666388511658
Q8EK52	GO:0032501	0.12847067415714264	multicellular organismal process	gcn	bp	7abz_Z	pdb100_230517	0.7586206793785095	0.9666666388511658
Q8EK52	GO:0071704	0.10867302119731903	organic substance metabolic process	gcn	bp	7abz_Z	pdb100_230517	0.7586206793785095	0.9666666388511658
Q8RIG3	GO:0009987	0.9807085394859314	cellular process	gcn	bp	7aqd_i	pdb100_230517	0.5833333134651184	1.0
Q8RIG3	GO:0065007	0.7371731996536255	biological regulation	gcn	bp	7aqd_i	pdb100_230517	0.5833333134651184	1.0
Q8RIG3	GO:0050789	0.6934589743614197	regulation of biological process	gcn	bp	7aqd_i	pdb100_230517	0.5833333134651184	1.0
Q8RIG3	GO:0050794	0.6640703082084656	regulation of cellular process	gcn	bp	7aqd_i	pdb100_230517	0.5833333134651184	1.0
Q8RIG3	GO:0008152	0.414151132106781	metabolic process	gcn	bp	7aqd_i	pdb100_230517	0.5833333134651184	1.0
Q8RIG3	GO:0044237	0.2868998944759369	cellular metabolic process	gcn	bp	7aqd_i	pdb100_230517	0.5833333134651184	1.0
Q8RIG3	GO:0051716	0.15377669036388397	cellular response to stimulus	gcn	bp	7aqd_i	pdb100_230517	0.5833333134651184	1.0
Q8RIG3	GO:0071704	0.1525496393442154	organic substance metabolic process	gcn	bp	7aqd_i	pdb100_230517	0.5833333134651184	1.0
Q8RIG3	GO:0050896	0.14312830567359924	response to stimulus	gcn	bp	7aqd_i	pdb100_230517	0.5833333134651184	1.0
Q8RIG3	GO:0019222	0.13209792971611023	regulation of metabolic process	gcn	bp	7aqd_i	pdb100_230517	0.5833333134651184	1.0
Q8RIG3	GO:0007154	0.12800869345664978	cell communication	gcn	bp	7aqd_i	pdb100_230517	0.5833333134651184	1.0
P0A0I4	GO:0009987	0.9996464252471924	cellular process	gcn	bp	AF-P0A0I2-F1-model_v4	afdb_swissprot_v4	1.0	1.0
P0A0I4	GO:0051179	0.6765472292900085	localization	gcn	bp	AF-P0A0I2-F1-model_v4	afdb_swissprot_v4	1.0	1.0
P0A0I4	GO:0051641	0.6374818086624146	cellular localization	gcn	bp	AF-P0A0I2-F1-model_v4	afdb_swissprot_v4	1.0	1.0
P0A0I4	GO:0033036	0.5423734188079834	macromolecule localization	gcn	bp	AF-P0A0I2-F1-model_v4	afdb_swissprot_v4	1.0	1.0
P0A0I4	GO:0007154	0.4329648017883301	cell communication	gcn	bp	AF-P0A0I2-F1-model_v4	afdb_swissprot_v4	1.0	1.0
P0A0I4	GO:0016043	0.43123355507850647	cellular component organization	gcn	bp	AF-P0A0I2-F1-model_v4	afdb_swissprot_v4	1.0	1.0
P0A0I4	GO:0070727	0.41312456130981445	cellular macromolecule localization	gcn	bp	AF-P0A0I2-F1-model_v4	afdb_swissprot_v4	1.0	1.0
P0A0I4	GO:0008104	0.4131207764148712	protein localization	gcn	bp	AF-P0A0I2-F1-model_v4	afdb_swissprot_v4	1.0	1.0
P0A0I4	GO:0071840	0.40599459409713745	cellular component organization or biogenesis	gcn	bp	AF-P0A0I2-F1-model_v4	afdb_swissprot_v4	1.0	1.0
P0A0I4	GO:0051234	0.3651197850704193	establishment of localization	gcn	bp	AF-P0A0I2-F1-model_v4	afdb_swissprot_v4	1.0	1.0
P0A0I4	GO:0065007	0.2821994721889496	biological regulation	gcn	bp	AF-P0A0I2-F1-model_v4	afdb_swissprot_v4	1.0	1.0
P0A0I4	GO:0045184	0.24825067818164825	establishment of protein localization	gcn	bp	AF-P0A0I2-F1-model_v4	afdb_swissprot_v4	1.0	1.0
P0A0I4	GO:0023052	0.17118118703365326	signaling	gcn	bp	AF-P0A0I2-F1-model_v4	afdb_swissprot_v4	1.0	1.0
P0A0I4	GO:0006996	0.14678041636943817	organelle organization	gcn	bp	AF-P0A0I2-F1-model_v4	afdb_swissprot_v4	1.0	1.0
P0A0I4	GO:0061024	0.11957905441522598	membrane organization	gcn	bp	AF-P0A0I2-F1-model_v4	afdb_swissprot_v4	1.0	1.0
P0A0I4	GO:0006810	0.10681910067796707	transport	gcn	bp	AF-P0A0I2-F1-model_v4	afdb_swissprot_v4	1.0	1.0
A5I7J3	GO:0009987	0.9677983522415161	cellular process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0006139	0.8220739960670471	nucleobase-containing compound metabolic process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0090304	0.7796933054924011	nucleic acid metabolic process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0034641	0.7665401697158813	cellular nitrogen compound metabolic process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0050789	0.7553662657737732	regulation of biological process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0046483	0.7167341709136963	heterocycle metabolic process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0006725	0.7002267241477966	cellular aromatic compound metabolic process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:1901360	0.6957237720489502	organic cyclic compound metabolic process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0050794	0.6753281950950623	regulation of cellular process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0065007	0.6644352078437805	biological regulation	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0044237	0.6167465448379517	cellular metabolic process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0043170	0.5515736937522888	macromolecule metabolic process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0071704	0.5248667597770691	organic substance metabolic process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0006807	0.5210312008857727	nitrogen compound metabolic process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0044238	0.5123969316482544	primary metabolic process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0008152	0.5119268298149109	metabolic process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0048518	0.46757254004478455	positive regulation of biological process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0032502	0.44873085618019104	developmental process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0048522	0.4276382327079773	positive regulation of cellular process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0048856	0.4052532911300659	anatomical structure development	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0032501	0.23959419131278992	multicellular organismal process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0007275	0.21714909374713898	multicellular organism development	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0050896	0.20055198669433594	response to stimulus	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0051716	0.13830916583538055	cellular response to stimulus	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0016070	0.12292059510946274	RNA metabolic process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0048731	0.1117543950676918	system development	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A5I7J3	GO:0048869	0.10155106335878372	cellular developmental process	gcn	bp	7nhn_o	pdb100_230517	0.6499999761581421	0.9836065769195557
A9WH79	GO:0009987	0.9760554432868958	cellular process	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0050789	0.6401270031929016	regulation of biological process	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0065007	0.5761343836784363	biological regulation	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0050794	0.5716639161109924	regulation of cellular process	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0043170	0.45679229497909546	macromolecule metabolic process	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0044237	0.39342302083969116	cellular metabolic process	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0008152	0.37742090225219727	metabolic process	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0034641	0.29873302578926086	cellular nitrogen compound metabolic process	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0090304	0.29408684372901917	nucleic acid metabolic process	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:1901360	0.26020678877830505	organic cyclic compound metabolic process	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0051716	0.25624656677246094	cellular response to stimulus	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0006807	0.25602206587791443	nitrogen compound metabolic process	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0071704	0.2478339672088623	organic substance metabolic process	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0006725	0.2395024448633194	cellular aromatic compound metabolic process	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0044238	0.23557977378368378	primary metabolic process	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0006139	0.22538410127162933	nucleobase-containing compound metabolic process	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0050896	0.19103848934173584	response to stimulus	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0048519	0.18149392306804657	negative regulation of biological process	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0046483	0.15026749670505524	heterocycle metabolic process	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0016070	0.1087898388504982	RNA metabolic process	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
A9WH79	GO:0048518	0.10556209832429886	positive regulation of biological process	gcn	bp	6htq_n	pdb100_230517	0.6333333253860474	0.9836065769195557
B5YG34	GO:0009987	0.9689831137657166	cellular process	gcn	bp	4wr6_5I	pdb100_230517	0.6229507923126221	1.0
B5YG34	GO:0050789	0.8926466107368469	regulation of biological process	gcn	bp	4wr6_5I	pdb100_230517	0.6229507923126221	1.0
B5YG34	GO:0065007	0.8873661756515503	biological regulation	gcn	bp	4wr6_5I	pdb100_230517	0.6229507923126221	1.0
B5YG34	GO:0050794	0.6826712489128113	regulation of cellular process	gcn	bp	4wr6_5I	pdb100_230517	0.6229507923126221	1.0
B5YG34	GO:0050896	0.3065348267555237	response to stimulus	gcn	bp	4wr6_5I	pdb100_230517	0.6229507923126221	1.0
B5YG34	GO:0051716	0.20387664437294006	cellular response to stimulus	gcn	bp	4wr6_5I	pdb100_230517	0.6229507923126221	1.0
B5YG34	GO:0048518	0.1608332395553589	positive regulation of biological process	gcn	bp	4wr6_5I	pdb100_230517	0.6229507923126221	1.0
B5YG34	GO:0048583	0.13900887966156006	regulation of response to stimulus	gcn	bp	4wr6_5I	pdb100_230517	0.6229507923126221	1.0
B5YG34	GO:0007154	0.12210335582494736	cell communication	gcn	bp	4wr6_5I	pdb100_230517	0.6229507923126221	1.0
B5YG34	GO:0008152	0.10667546093463898	metabolic process	gcn	bp	4wr6_5I	pdb100_230517	0.6229507923126221	1.0
P47410	GO:0009987	0.908437967300415	cellular process	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0008152	0.8149234056472778	metabolic process	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0090304	0.7110521197319031	nucleic acid metabolic process	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0043170	0.6990880966186523	macromolecule metabolic process	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0071704	0.628783643245697	organic substance metabolic process	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0034641	0.6212916970252991	cellular nitrogen compound metabolic process	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0044237	0.5995987057685852	cellular metabolic process	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0044238	0.582607626914978	primary metabolic process	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0006139	0.5735100507736206	nucleobase-containing compound metabolic process	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0006807	0.5633141398429871	nitrogen compound metabolic process	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0050789	0.49563100934028625	regulation of biological process	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0006725	0.47903603315353394	cellular aromatic compound metabolic process	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0065007	0.4769686162471771	biological regulation	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0046483	0.4481092095375061	heterocycle metabolic process	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:1901360	0.4246158003807068	organic cyclic compound metabolic process	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0016070	0.25290265679359436	RNA metabolic process	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0050794	0.24080204963684082	regulation of cellular process	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0010467	0.20270748436450958	gene expression	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0071840	0.11567261815071106	cellular component organization or biogenesis	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0016043	0.11362602561712265	cellular component organization	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P47410	GO:0006996	0.11351969838142395	organelle organization	gcn	bp	7pio_M	pdb100_230517	0.8999999761581421	0.9836065769195557
P56021	GO:0009987	0.951065182685852	cellular process	gcn	bp	5o61_BN	pdb100_230517	0.6666666865348816	0.9836065769195557
P56021	GO:0050789	0.64397794008255	regulation of biological process	gcn	bp	5o61_BN	pdb100_230517	0.6666666865348816	0.9836065769195557
P56021	GO:0065007	0.5199577808380127	biological regulation	gcn	bp	5o61_BN	pdb100_230517	0.6666666865348816	0.9836065769195557
P56021	GO:0050794	0.480297714471817	regulation of cellular process	gcn	bp	5o61_BN	pdb100_230517	0.6666666865348816	0.9836065769195557
P56021	GO:0008152	0.48019781708717346	metabolic process	gcn	bp	5o61_BN	pdb100_230517	0.6666666865348816	0.9836065769195557
P56021	GO:0044237	0.3630925416946411	cellular metabolic process	gcn	bp	5o61_BN	pdb100_230517	0.6666666865348816	0.9836065769195557
P56021	GO:0051716	0.3302951455116272	cellular response to stimulus	gcn	bp	5o61_BN	pdb100_230517	0.6666666865348816	0.9836065769195557
P56021	GO:0050896	0.2495003342628479	response to stimulus	gcn	bp	5o61_BN	pdb100_230517	0.6666666865348816	0.9836065769195557
P56021	GO:0043170	0.22543027997016907	macromolecule metabolic process	gcn	bp	5o61_BN	pdb100_230517	0.6666666865348816	0.9836065769195557
P56021	GO:0006807	0.1988842636346817	nitrogen compound metabolic process	gcn	bp	5o61_BN	pdb100_230517	0.6666666865348816	0.9836065769195557
P56021	GO:0044238	0.17245858907699585	primary metabolic process	gcn	bp	5o61_BN	pdb100_230517	0.6666666865348816	0.9836065769195557
P56021	GO:0071704	0.13501065969467163	organic substance metabolic process	gcn	bp	5o61_BN	pdb100_230517	0.6666666865348816	0.9836065769195557
P56021	GO:0048519	0.12148582190275192	negative regulation of biological process	gcn	bp	5o61_BN	pdb100_230517	0.6666666865348816	0.9836065769195557
P56021	GO:0034641	0.11021215468645096	cellular nitrogen compound metabolic process	gcn	bp	5o61_BN	pdb100_230517	0.6666666865348816	0.9836065769195557
Q749A0	GO:0008152	0.9831892251968384	metabolic process	gcn	bp	6s13_n	pdb100_230517	0.6333333253860474	0.9836065769195557
Q749A0	GO:0044237	0.9667800068855286	cellular metabolic process	gcn	bp	6s13_n	pdb100_230517	0.6333333253860474	0.9836065769195557
